category_genre,categoryId,category_name
中カテゴリ,16-386,たこ焼き
中カテゴリ,16-158,粉物料理
中カテゴリ,17-159,味噌汁
中カテゴリ,17-161,豚汁
中カテゴリ,17-387,けんちん汁
中カテゴリ,17-160,お吸い物
中カテゴリ,17-388,かぼちゃスープ
中カテゴリ,17-169,野菜スープ
中カテゴリ,17-389,チャウダー・クラムチャウダー
中カテゴリ,17-171,コーンスープ・ポタージュ
中カテゴリ,17-168,トマトスープ
中カテゴリ,17-167,コンソメスープ
中カテゴリ,17-170,クリームスープ
中カテゴリ,17-164,中華スープ
中カテゴリ,17-165,和風スープ
中カテゴリ,17-166,韓国風スープ
中カテゴリ,17-173,その他のスープ
中カテゴリ,17-390,ポトフ
中カテゴリ,17-162,その他の汁物
中カテゴリ,18-415,ポテトサラダ
中カテゴリ,18-424,タラモサラダ
中カテゴリ,18-421,マカロニサラダ
中カテゴリ,18-189,スパゲティサラダ
中カテゴリ,18-187,シーザーサラダ
中カテゴリ,18-417,大根サラダ
中カテゴリ,18-416,春雨サラダ
中カテゴリ,18-418,コールスロー
中カテゴリ,18-722,キャロットラペ
中カテゴリ,18-419,かぼちゃサラダ
中カテゴリ,18-420,ごぼうサラダ
中カテゴリ,18-423,コブサラダ
中カテゴリ,18-190,ホットサラダ・温野菜
中カテゴリ,18-703,ジャーサラダ
中カテゴリ,18-184,素材で選ぶサラダ
中カテゴリ,18-188,味付けで選ぶサラダ
中カテゴリ,18-185,マヨネーズを使ったサラダ
中カテゴリ,18-186,ナンプラーを使ったサラダ
中カテゴリ,18-191,その他のサラダ
中カテゴリ,19-192,ソース
中カテゴリ,19-193,タレ
中カテゴリ,19-194,つゆ
中カテゴリ,19-195,だし
中カテゴリ,19-196,ドレッシング
中カテゴリ,19-675,発酵食品・発酵調味料
中カテゴリ,19-274,スパイス＆ハーブ
中カテゴリ,19-463,柚子胡椒
中カテゴリ,19-464,オリーブオイル
中カテゴリ,19-700,ココナッツオイル
中カテゴリ,19-710,ごま油
中カテゴリ,19-711,エスニック・中華調味料
中カテゴリ,19-273,その他調味料
中カテゴリ,20-485,キャラ弁
中カテゴリ,20-197,お弁当のおかず
中カテゴリ,20-486,運動会のお弁当
中カテゴリ,20-487,お花見のお弁当
中カテゴリ,20-488,遠足・ピクニックのお弁当
中カテゴリ,20-198,色別おかず
中カテゴリ,20-199,作り置き・冷凍できるおかず
中カテゴリ,20-200,すきまおかず
中カテゴリ,20-201,使い回しおかず
中カテゴリ,20-202,子供のお弁当
中カテゴリ,20-203,大人のお弁当
中カテゴリ,20-258,部活のお弁当
中カテゴリ,21-204,クッキー
中カテゴリ,21-440,スイートポテト
中カテゴリ,21-205,チーズケーキ
中カテゴリ,21-438,シフォンケーキ
中カテゴリ,21-439,パウンドケーキ
中カテゴリ,21-206,ケーキ
中カテゴリ,21-215,ホットケーキ・パンケーキ
中カテゴリ,21-207,タルト・パイ
中カテゴリ,21-208,チョコレート
中カテゴリ,21-209,スコーン・マフィン
中カテゴリ,21-210,焼き菓子
中カテゴリ,21-211,プリン
中カテゴリ,21-216,ドーナツ
中カテゴリ,21-212,シュークリーム・エクレア
中カテゴリ,21-441,ゼリー・寒天・ムース
中カテゴリ,21-442,アイス・シャーベット
中カテゴリ,21-214,和菓子
中カテゴリ,21-217,その他のお菓子
中カテゴリ,21-218,クリーム・ジャム
中カテゴリ,22-432,サンドイッチ
中カテゴリ,22-433,フレンチトースト
中カテゴリ,22-434,食パン
中カテゴリ,22-435,蒸しパン
中カテゴリ,22-436,ホットサンド
中カテゴリ,22-229,惣菜パン
中カテゴリ,22-221,菓子パン
中カテゴリ,22-220,プレーンなパン
中カテゴリ,22-222,クロワッサン・デニッシュ
中カテゴリ,22-219,ハードブレッド
中カテゴリ,22-223,天然酵母パン
中カテゴリ,22-227,世界各国のパン
中カテゴリ,22-231,ヘルシーなパン
中カテゴリ,22-437,キャラパン
中カテゴリ,22-230,その他のパン
中カテゴリ,23-392,すき焼き
中カテゴリ,23-394,しゃぶしゃぶ
中カテゴリ,23-391,おでん
中カテゴリ,23-399,寄せ鍋
中カテゴリ,23-395,キムチ鍋
中カテゴリ,23-401,トマト鍋
中カテゴリ,23-404,カレー鍋
中カテゴリ,23-397,豆乳鍋
中カテゴリ,23-393,もつ鍋
中カテゴリ,23-403,石狩鍋
中カテゴリ,23-400,水炊き
中カテゴリ,23-396,湯豆腐
中カテゴリ,23-405,きりたんぽ鍋
中カテゴリ,23-407,雪見鍋（みぞれ鍋）
中カテゴリ,23-412,火鍋
中カテゴリ,23-406,韓国鍋・キムチチゲ鍋
中カテゴリ,23-398,ちゃんこ鍋
中カテゴリ,23-413,牡蠣鍋
中カテゴリ,23-411,カニ鍋
中カテゴリ,23-409,ねぎま鍋
中カテゴリ,23-410,鴨鍋
中カテゴリ,23-402,あんこう鍋
中カテゴリ,23-698,白味噌鍋
中カテゴリ,23-723,ミルフィーユ鍋
中カテゴリ,23-408,蒸し鍋
中カテゴリ,23-234,その他の鍋
中カテゴリ,24-631,お食い初め料理
中カテゴリ,24-632,誕生日の料理
中カテゴリ,24-633,結婚記念日
中カテゴリ,24-634,パーティー料理・ホームパーティ
中カテゴリ,24-635,子どものパーティ
中カテゴリ,24-238,バーベキュー
中カテゴリ,24-244,その他イベント
中カテゴリ,25-256,スペイン料理
中カテゴリ,25-701,イギリス料理
中カテゴリ,25-248,ロシア料理
中カテゴリ,25-255,ドイツ料理
中カテゴリ,25-257,トルコ料理・中東料理
中カテゴリ,26-262,おもてなし料理
中カテゴリ,26-260,おつまみ
中カテゴリ,26-261,限られた食材・調理器具で工夫
中カテゴリ,26-265,料理のちょいテク・裏技
中カテゴリ,27-266,コーヒー
中カテゴリ,27-267,お茶
中カテゴリ,27-268,ソフトドリンク
中カテゴリ,27-465,ジュース・スムージー
中カテゴリ,27-269,お酒
中カテゴリ,30-300,ハンバーグ
中カテゴリ,30-301,餃子
中カテゴリ,30-302,肉じゃが
中カテゴリ,30-307,カレー
中カテゴリ,30-303,牛丼
中カテゴリ,30-304,親子丼
中カテゴリ,30-305,豚の生姜焼き
中カテゴリ,30-306,グラタン
中カテゴリ,30-309,唐揚げ
中カテゴリ,30-310,コロッケ
中カテゴリ,30-308,シチュー
中カテゴリ,30-311,煮物
中カテゴリ,30-312,炒め物
中カテゴリ,30-313,天ぷら
中カテゴリ,30-314,揚げ物
中カテゴリ,30-315,豆腐料理
中カテゴリ,30-316,和え物
中カテゴリ,30-317,酢の物
中カテゴリ,30-717,じゃがいも料理
中カテゴリ,31-318,ローストビーフ
中カテゴリ,31-319,豚の角煮
中カテゴリ,31-320,チキン南蛮
中カテゴリ,31-321,ピーマンの肉詰め
中カテゴリ,31-323,ロールキャベツ
中カテゴリ,31-324,スペアリブ
中カテゴリ,31-325,ローストチキン
中カテゴリ,31-326,もつ煮込み
中カテゴリ,31-327,ミートボール・肉団子
中カテゴリ,31-328,ミートローフ
中カテゴリ,31-329,牛すじ煮込み
中カテゴリ,31-330,とんかつ
中カテゴリ,31-331,ポークソテー
中カテゴリ,31-332,つくね
中カテゴリ,31-333,チャーシュー（焼き豚）
中カテゴリ,31-334,煮豚
中カテゴリ,31-322,ステーキ
中カテゴリ,31-335,鶏肉料理
中カテゴリ,31-718,トンテキ
中カテゴリ,31-719,肉巻き
中カテゴリ,31-720,ローストポーク
中カテゴリ,32-336,ぶり大根
中カテゴリ,32-337,ぶりの照り焼き
中カテゴリ,32-338,さばの味噌煮
中カテゴリ,32-339,煮魚
中カテゴリ,32-340,あさりの酒蒸し
中カテゴリ,32-341,鮭のムニエル
中カテゴリ,32-342,南蛮漬け
中カテゴリ,32-343,焼き魚
中カテゴリ,32-344,鮭のホイル焼き
中カテゴリ,32-345,いわしのつみれ
中カテゴリ,32-346,かつおのたたき
中カテゴリ,32-347,いわしの梅煮
中カテゴリ,32-348,かぶら蒸し
中カテゴリ,32-349,その他の魚料理
中カテゴリ,33-350,ゆで卵
中カテゴリ,33-351,温泉卵
中カテゴリ,33-352,半熟卵
中カテゴリ,33-353,だし巻き卵・卵焼き
中カテゴリ,33-354,茶碗蒸し
中カテゴリ,33-355,キッシュ
中カテゴリ,33-356,オムレツ
中カテゴリ,33-357,かに玉
中カテゴリ,33-358,スクランブルエッグ
中カテゴリ,33-359,煮卵
中カテゴリ,33-360,目玉焼き
中カテゴリ,33-361,ニラ玉
中カテゴリ,33-362,ポーチドエッグ
中カテゴリ,33-363,スコッチエッグ
中カテゴリ,33-364,卵とじ
中カテゴリ,33-365,薄焼き卵
中カテゴリ,33-366,炒り卵
中カテゴリ,33-367,その他の卵料理
中カテゴリ,33-721,味付け卵
中カテゴリ,34-688,りんご
中カテゴリ,34-459,ゆず
中カテゴリ,34-460,柿
中カテゴリ,34-461,レモン
中カテゴリ,34-697,バナナ
中カテゴリ,34-462,ブルーベリー
中カテゴリ,34-690,グレープフルーツ
中カテゴリ,34-691,キウイ
中カテゴリ,34-702,オレンジ
中カテゴリ,34-692,春の果物
中カテゴリ,34-693,夏の果物
中カテゴリ,34-689,秋の果物
中カテゴリ,34-695,冬の果物
中カテゴリ,34-696,その他の果物
中カテゴリ,35-466,おから
中カテゴリ,35-467,厚揚げ
中カテゴリ,35-468,納豆
中カテゴリ,35-469,高野豆腐
中カテゴリ,35-470,豆乳
中カテゴリ,35-471,木綿豆腐
中カテゴリ,35-472,絹ごし豆腐
中カテゴリ,35-473,油揚げ
中カテゴリ,35-474,大豆ミート
中カテゴリ,35-475,塩豆腐
中カテゴリ,35-476,その他の大豆・豆腐
中カテゴリ,35-477,豆類
中カテゴリ,36-489,簡単お菓子
中カテゴリ,36-490,簡単夕食
中カテゴリ,36-491,簡単おつまみ
中カテゴリ,36-492,簡単おもてなし料理
中カテゴリ,36-493,簡単鶏肉料理
中カテゴリ,36-494,簡単豚肉料理
中カテゴリ,36-495,簡単魚料理
中カテゴリ,36-496,5分以内の簡単料理
中カテゴリ,36-497,男の簡単料理
中カテゴリ,36-708,無限
中カテゴリ,37-498,100円以下の節約料理
中カテゴリ,37-499,300円前後の節約料理
中カテゴリ,37-500,500円前後の節約料理
中カテゴリ,38-501,朝食の献立（朝ごはん）
中カテゴリ,38-502,昼食の献立（昼ごはん）
中カテゴリ,38-503,夕食の献立（晩御飯）
中カテゴリ,39-504,低カロリー・ダイエット
中カテゴリ,39-505,ヘルシー料理
中カテゴリ,39-705,血圧が高めの方
中カテゴリ,39-699,糖質制限・低糖質
中カテゴリ,39-506,マクロビオティック
中カテゴリ,39-507,ベジタリアン
中カテゴリ,39-508,お疲れ気味の方
中カテゴリ,39-509,妊娠中の食事
中カテゴリ,39-510,離乳食
中カテゴリ,39-511,幼児食
中カテゴリ,39-709,薬膳料理
中カテゴリ,39-724,胃に優しい・消化に良い料理
中カテゴリ,40-512,圧力鍋
中カテゴリ,40-513,ホームベーカリー
中カテゴリ,40-514,シリコンスチーマー
中カテゴリ,40-707,キッチンバサミ
中カテゴリ,40-515,タジン鍋
中カテゴリ,40-516,炊飯器
中カテゴリ,40-704,メイソンジャー
中カテゴリ,40-517,スープジャー
中カテゴリ,40-518,ホットプレート
中カテゴリ,40-519,電子レンジ
中カテゴリ,40-520,無水鍋
中カテゴリ,40-521,ホーロー鍋
中カテゴリ,40-522,ミキサー
中カテゴリ,40-523,中華鍋
中カテゴリ,40-524,フライパン一つでできる
中カテゴリ,40-525,メーカー・ブランド
中カテゴリ,40-526,その他の調理器具
中カテゴリ,40-712,スキレット
中カテゴリ,41-531,酢豚
中カテゴリ,41-532,チンジャオロース
中カテゴリ,41-533,八宝菜
中カテゴリ,41-534,マーボー豆腐（麻婆豆腐）
中カテゴリ,41-535,エビチリ
中カテゴリ,41-536,エビマヨ
中カテゴリ,41-537,ホイコーロー（回鍋肉）
中カテゴリ,41-539,バンバンジー
中カテゴリ,41-542,油淋鶏
中カテゴリ,41-713,よだれ鶏
中カテゴリ,41-543,ビーフン
中カテゴリ,41-538,ジャージャー麺
中カテゴリ,41-541,坦々麺
中カテゴリ,41-546,春巻き
中カテゴリ,41-547,肉まん
中カテゴリ,41-548,焼売（シュウマイ）
中カテゴリ,41-540,杏仁豆腐
中カテゴリ,41-544,ちまき（中華ちまき）
中カテゴリ,41-545,サンラータン（酸辣湯）
中カテゴリ,41-549,その他の中華料理
中カテゴリ,42-550,チャプチェ
中カテゴリ,42-551,チヂミ
中カテゴリ,42-552,ビビンバ
中カテゴリ,42-553,ナムル
中カテゴリ,42-554,キムチ
中カテゴリ,42-555,プルコギ
中カテゴリ,42-565,スンドゥブ
中カテゴリ,42-556,チョレギサラダ
中カテゴリ,42-557,冷麺
中カテゴリ,42-558,サムゲタン
中カテゴリ,42-559,サムギョプサル
中カテゴリ,42-560,クッパ
中カテゴリ,42-561,タッカルビ
中カテゴリ,42-714,チーズタッカルビ
中カテゴリ,42-562,カムジャタン
中カテゴリ,42-563,トッポギ
中カテゴリ,42-564,ケジャン
中カテゴリ,42-566,テンジャンチゲ
中カテゴリ,42-567,その他のチゲ
中カテゴリ,42-568,その他の韓国料理
中カテゴリ,43-569,ピザ
中カテゴリ,43-570,ミネストローネ
中カテゴリ,43-578,リゾット
中カテゴリ,43-571,バーニャカウダ
中カテゴリ,43-577,カルパッチョ
中カテゴリ,43-572,アクアパッツァ
中カテゴリ,43-573,ピカタ
中カテゴリ,43-574,ブルスケッタ
中カテゴリ,43-575,パニーノ・パニーニ
中カテゴリ,43-576,カルツォーネ
中カテゴリ,43-579,カプレーゼ
中カテゴリ,43-580,パンナコッタ
中カテゴリ,43-581,ティラミス
中カテゴリ,43-582,その他のイタリア料理
中カテゴリ,44-583,ラタトゥイユ
中カテゴリ,44-584,チーズフォンデュ
中カテゴリ,44-585,テリーヌ
中カテゴリ,44-586,ブイヤベース
中カテゴリ,44-587,ムニエル
中カテゴリ,44-588,ビスク
中カテゴリ,44-589,マリネ
中カテゴリ,44-590,ガレット
中カテゴリ,44-591,その他のフランス料理
中カテゴリ,46-596,タイ料理
中カテゴリ,46-597,インド料理
中カテゴリ,46-598,ベトナム料理
中カテゴリ,46-599,メキシコ料理
中カテゴリ,47-602,ゴーヤチャンプル
中カテゴリ,47-600,ソーキそば・沖縄そば
中カテゴリ,47-601,海ぶどう
中カテゴリ,47-603,そうめんチャンプルー
中カテゴリ,47-604,ラフテー
中カテゴリ,47-605,ミミガー
中カテゴリ,47-606,ジューシー
中カテゴリ,47-607,サーターアンダーギー
中カテゴリ,47-608,ヒラヤーチー
中カテゴリ,47-609,コーレーグス・島唐辛子
中カテゴリ,47-610,その他の沖縄料理
中カテゴリ,48-612,ちゃんちゃん焼き
中カテゴリ,48-613,筑前煮
中カテゴリ,48-611,ジンギスカン
中カテゴリ,48-614,すいとん
中カテゴリ,48-615,ほうとう
中カテゴリ,48-616,ひつまぶし
中カテゴリ,48-617,ちゃんぽん
中カテゴリ,48-618,明石焼き
中カテゴリ,48-619,いかめし
中カテゴリ,48-620,せんべい汁
中カテゴリ,48-621,皿うどん
中カテゴリ,48-622,きりたんぽ
中カテゴリ,48-623,のっぺい汁
中カテゴリ,48-624,治部煮
中カテゴリ,48-625,いちご煮
中カテゴリ,48-626,三升漬け
中カテゴリ,48-627,三平汁
中カテゴリ,48-628,じゃっぱ汁
中カテゴリ,48-629,辛子蓮根
中カテゴリ,48-715,芋煮
中カテゴリ,48-716,五平餅
中カテゴリ,48-630,その他の郷土料理
中カテゴリ,49-636,きんとん（栗きんとん）
中カテゴリ,49-637,お雑煮
中カテゴリ,49-638,錦玉子・伊達巻
中カテゴリ,49-639,なます
中カテゴリ,49-640,黒豆
中カテゴリ,49-641,数の子
中カテゴリ,49-642,田作り
中カテゴリ,49-643,煮しめ
中カテゴリ,49-644,たたきごぼう
中カテゴリ,49-645,昆布巻き
中カテゴリ,49-646,酢れんこん
中カテゴリ,49-648,おせちの海老料理
中カテゴリ,49-649,八幡巻き
中カテゴリ,49-650,簡単おせち料理
中カテゴリ,49-651,その他のおせち料理
中カテゴリ,50-652,クリスマスケーキ
中カテゴリ,50-653,クリスマスオードブル
中カテゴリ,50-654,クリスマスチキン
中カテゴリ,50-655,クリスマスサラダ
中カテゴリ,50-656,クリスマス向けアレンジ
中カテゴリ,51-657,ひな祭りケーキ
中カテゴリ,51-658,ひな祭りちらしずし
中カテゴリ,51-659,ひな祭り向けアレンジ
中カテゴリ,52-660,ホワイトデー
中カテゴリ,52-661,お花見・春の行楽
中カテゴリ,52-662,子供の日
中カテゴリ,52-663,母の日
中カテゴリ,53-664,父の日
中カテゴリ,53-665,夏バテ対策
中カテゴリ,53-666,お祭り
中カテゴリ,53-667,十五夜・お月見
中カテゴリ,54-668,ハロウィン
中カテゴリ,54-669,秋の行楽・紅葉
中カテゴリ,54-670,七五三の料理
中カテゴリ,55-671,節分
中カテゴリ,55-672,恵方巻き
中カテゴリ,55-673,ななくさ粥（七草粥）
中カテゴリ,55-674,バレンタイン
小カテゴリ,10-66-50,ソーセージ・ウインナー
小カテゴリ,10-67-1491,生ハム
小カテゴリ,10-67-1492,鶏ハム
小カテゴリ,10-67-321,その他のハム
小カテゴリ,10-68-49,ベーコン
小カテゴリ,10-69-45,ラムチョップ・ラム肉
小カテゴリ,10-69-46,ホルモン・レバー
小カテゴリ,10-69-51,ランチョンミート・スパム
小カテゴリ,10-69-457,ジビエ
小カテゴリ,10-69-461,馬肉
小カテゴリ,10-69-458,鴨肉
小カテゴリ,10-69-460,猪肉
小カテゴリ,10-69-462,フォアグラ
小カテゴリ,10-69-1493,七面鳥
小カテゴリ,10-69-2132,鹿肉
小カテゴリ,10-69-2133,サラダチキン
小カテゴリ,10-69-52,その他のお肉加工品
小カテゴリ,10-69-47,その他のお肉
小カテゴリ,11-70-55,鮭全般
小カテゴリ,11-70-839,サーモン
小カテゴリ,11-70-1494,スモークサーモン
小カテゴリ,11-70-1495,鮭フレーク
小カテゴリ,11-70-2016,銀鮭
小カテゴリ,11-70-2017,塩鮭
小カテゴリ,11-70-2018,生鮭
小カテゴリ,11-70-2019,白鮭(秋鮭)
小カテゴリ,11-70-2020,鮭ハラス
小カテゴリ,11-70-2021,ニジマス
小カテゴリ,11-70-2022,サクラマス
小カテゴリ,11-71-54,いわし
小カテゴリ,11-72-2023,塩さば
小カテゴリ,11-72-2024,真さば
小カテゴリ,11-72-2025,ごまさば
小カテゴリ,11-72-2026,しめさば
小カテゴリ,11-72-322,さば全般
小カテゴリ,11-73-58,あじ
小カテゴリ,11-74-57,ぶり
小カテゴリ,11-75-56,さんま
小カテゴリ,11-76-325,鯛
小カテゴリ,11-77-53,マグロ
小カテゴリ,11-78-522,カジキマグロ（めかじき）
小カテゴリ,11-78-465,さわら
小カテゴリ,11-78-469,しらす
小カテゴリ,11-78-324,かつお
小カテゴリ,11-78-471,ししゃも
小カテゴリ,11-78-334,うなぎ
小カテゴリ,11-78-1497,にしん
小カテゴリ,11-78-323,カレイ（カラスカレイ）
小カテゴリ,11-78-523,赤魚
小カテゴリ,11-78-328,金目鯛
小カテゴリ,11-78-1498,甘鯛
小カテゴリ,11-78-472,穴子
小カテゴリ,11-78-1499,ヒラメ
小カテゴリ,11-78-841,メバル
小カテゴリ,11-78-327,ワカサギ
小カテゴリ,11-78-468,ほっけ
小カテゴリ,11-78-840,きす
小カテゴリ,11-78-466,あんこう
小カテゴリ,11-78-1500,カサゴ
小カテゴリ,11-78-1501,鱧
小カテゴリ,11-78-2027,太刀魚
小カテゴリ,11-78-2028,イサキ
小カテゴリ,11-78-2029,スズキ
小カテゴリ,11-78-1502,その他のさかな全般
小カテゴリ,11-79-1503,むきえび
小カテゴリ,11-79-1504,桜えび
小カテゴリ,11-79-1505,甘エビ
小カテゴリ,11-79-1506,小エビ
小カテゴリ,11-79-1507,干しエビ
小カテゴリ,11-79-65,その他のエビ
小カテゴリ,11-80-68,いか全般
小カテゴリ,11-80-2030,スルメイカ
小カテゴリ,11-80-2031,ヒイカ
小カテゴリ,11-80-2032,ホタルイカ
小カテゴリ,11-80-2033,ヤリイカ
小カテゴリ,11-80-2034,ケンサキイカ
小カテゴリ,11-80-2035,アオリイカ
小カテゴリ,11-81-67,たこ
小カテゴリ,11-82-60,あさり
小カテゴリ,11-82-61,ホタテ
小カテゴリ,11-82-63,はまぐり
小カテゴリ,11-82-477,ムール貝
小カテゴリ,11-82-478,しじみ
小カテゴリ,11-82-330,サザエ
小カテゴリ,11-82-329,あわび
小カテゴリ,11-82-475,つぶ貝
小カテゴリ,11-82-476,ホッキ貝
小カテゴリ,11-82-64,その他の貝
小カテゴリ,11-83-66,かに
小カテゴリ,12-95-13,にんじん
小カテゴリ,12-97-17,じゃがいも
小カテゴリ,12-99-318,もやし
小カテゴリ,12-100-10,たけのこ
小カテゴリ,12-100-2,レタス
小カテゴリ,12-100-11,アスパラ
小カテゴリ,12-100-83,ふき
小カテゴリ,12-100-858,新玉ねぎ
小カテゴリ,12-100-445,菜の花
小カテゴリ,12-100-859,新じゃが
小カテゴリ,12-100-444,とうみょう（豆苗）
小カテゴリ,12-100-23,そら豆
小カテゴリ,12-100-82,うど
小カテゴリ,12-100-845,さやえんどう
小カテゴリ,12-100-21,えんどう豆
小カテゴリ,12-100-81,ぜんまい
小カテゴリ,12-100-1530,たらの芽
小カテゴリ,12-100-1993,わらび
小カテゴリ,12-100-317,クレソン
小カテゴリ,12-100-844,グリーンピース
小カテゴリ,12-100-84,よもぎ
小カテゴリ,12-100-846,スナップえんどう
小カテゴリ,12-100-454,せり
小カテゴリ,12-100-2036,ふきのとう
小カテゴリ,12-101-31,ゴーヤ
小カテゴリ,12-101-315,ズッキーニ
小カテゴリ,12-101-821,とうがん（冬瓜）
小カテゴリ,12-101-30,ピーマン
小カテゴリ,12-101-32,オクラ
小カテゴリ,12-101-1532,ししとう
小カテゴリ,12-101-509,モロヘイヤ
小カテゴリ,12-101-22,いんげん
小カテゴリ,12-101-456,パプリカ
小カテゴリ,12-101-511,空芯菜
小カテゴリ,12-101-24,枝豆
